name,sub_category,ratings,no_of_ratings,discount_price,actual_price,discount_percentage,discount_percentage_original
"Raw Pressery Almond Milk Plain, 1000 ml| Unsweetened","Coffee, Tea & Beverages",4.0,898,260.0,325.0,20.0,20.0
"B Natural Mango Juice, Goodness of fiber, Made with choicest Mangoes, 1 litre (Pack of 2)","Coffee, Tea & Beverages",4.3,4116,176.0,220.0,20.0,20.0
NUTRILITE Kids Drink - Chocolate Flavor With Essential Vitamins & Minerals (500 Gms),"Coffee, Tea & Beverages",4.2,2700,890.0,1197.0,25.6,25.647451963241437
"Brooke Bond Red Label Tea Leaf, 1kg","Coffee, Tea & Beverages",4.4,2093,484.0,590.0,18.0,17.966101694915253
Bevzilla 200 Gram Dark Wish Dark Roast 100% Arabica Strong Coffee | Black Roast Rich & Dark Instant Coffee Powder | Make U...,"Coffee, Tea & Beverages",4.6,115,279.0,799.0,65.1,65.081351689612
"Red Label Natural Care Tea, with 5 Ayurvedic Ingredients, 250 g","Coffee, Tea & Beverages",4.4,4696,145.0,150.0,3.3,3.3333333333333335
"Amazon Brand Vedaka Premium Tea, 1 Kg","Coffee, Tea & Beverages",4.0,5446,335.0,475.0,29.5,29.47368421052631
"Teabox Chamomile Green Tea for Stress Relief & Good Sleep, Made with 100% Whole Leaf & Natural Chamomile Flowers, 25 Silke...","Coffee, Tea & Beverages",4.3,9134,258.0,272.0,5.1,5.147058823529411
"Tata Tea Chakra Gold Premium Tea, 500g","Coffee, Tea & Beverages",4.3,1616,371.0,390.0,4.9,4.871794871794872
Continental Malgudi Filter Coffee 500gm Pouch | (80% Coffee - 20% Chicory) | Traditional South Indian Filter Coffee Powder...,"Coffee, Tea & Beverages",4.1,2314,242.0,285.0,15.1,15.087719298245613
7 Up Soft Drink - 2.25L Bottle,"Coffee, Tea & Beverages",4.4,860,73.0,99.0,26.3,26.262626262626267
Continental STRONG Coffee Powder 1 Kg Bag ( 5 Pouches of 200g ),"Coffee, Tea & Beverages",4.2,4035,697.0,825.0,15.5,15.515151515151516
Real Activ 100% Tender Coconut Water with No Added Sugars or Artifical Flavours - 200ml ( Pack of 6),"Coffee, Tea & Beverages",4.1,6231,249.0,312.0,20.2,20.192307692307693
"Raw Pressery Valencia Orange Juice, 1000 ml","Coffee, Tea & Beverages",4.3,1070,217.0,330.0,34.2,34.24242424242424
"Red Label Tea 500 g Pack, Strong Chai from the Best Chosen Leaves, Rich in Healthy Flavonoids - Premium Powdered Black Tea","Coffee, Tea & Beverages",4.4,4643,205.0,265.0,22.6,22.641509433962266
"HERSHEY'S Hot Chocolate Drink Powder Mix, 250 g","Coffee, Tea & Beverages",4.3,1608,196.0,215.0,8.8,8.837209302325581
"Complan Nutrition and Health Drink Creamy Classic 1kg, Refill pack, with power of 100% Milk Protein and contrains 34 Vital...","Coffee, Tea & Beverages",4.3,1374,426.0,470.0,9.4,9.361702127659575
"NESTEA Instant Iced Tea, Lemon Flavour – 750 gm","Coffee, Tea & Beverages",4.5,379,325.0,350.0,7.1,7.142857142857142
"Amazon Brand – Vedaka Green Tea, Lemon and Honey, 100 Bags","Coffee, Tea & Beverages",4.1,7777,349.0,450.0,22.4,22.444444444444443
"HERBALIFE NUTRITION Herbalife Afresh Energy Drink Mix (Ginger, 50 g) Pack of 2","Coffee, Tea & Beverages",4.0,746,997.0,1696.0,41.2,41.214622641509436
"NESCAFÉ 3 In 1 Original Soluble Ground Coffee Beverage,30 Sachets Bag","Coffee, Tea & Beverages",4.1,2818,449.0,999.0,55.1,55.05505505505506
"Mala's, Whole Crush 750ml, Strawberry, 750 millilitre","Coffee, Tea & Beverages",4.3,1201,198.0,200.0,1.0,1.0
"Navchetan Danedar Tea, 1kg","Coffee, Tea & Beverages",3.7,1053,205.0,220.0,6.8,6.8181818181818175
Levista Strong Instant Coffee (200 Gram Pouch),"Coffee, Tea & Beverages",4.3,614,234.0,390.0,40.0,40.0
"Paper Boat Swing Slurpy Mango Juice, Enriched with Vitamin D, No Gmos, 600 ml","Coffee, Tea & Beverages",4.2,1337,38.0,40.0,5.0,5.0
DiSano Natural Tender Coconut Water | No added Sugar or Flavour |200ml (Pack of 6),"Coffee, Tea & Beverages",4.3,27,199.0,300.0,33.7,33.666666666666664
"Taj Mahal South Tea 500 g Pack, Rich and Flavourful Chai - Premium Blend of Powdered Fresh Loose Tea Leaves","Coffee, Tea & Beverages",4.4,9250,267.0,320.0,16.6,16.5625
"Nescafe Sunrise Instant Ground Coffee - Chicory Mixture Jar, 200 g","Coffee, Tea & Beverages",4.5,868,375.0,425.0,11.8,11.76470588235294
Sleepy Owl Original Premium Instant Coffee | Instant Coffee Powder | 100% Arabica | Microground Technology | Ready in Seco...,"Coffee, Tea & Beverages",4.1,1528,371.25,495.0,25.0,25.0
All in One Herbal Lemon Green Tea Sugar -Less 25 Tea Bags,"Coffee, Tea & Beverages",4.2,542,179.0,190.0,5.8,5.7894736842105265
Herbalife 2 Afresh Energy Drink Mix | Lemon and Elaichi Flavor | Each 50 GM Men and Women in Pack of 2,"Coffee, Tea & Beverages",4.0,118,999.0,1696.0,41.1,41.096698113207545
"Coca-Cola Original Taste Soft Drink PET Bottle, 2.25 L","Coffee, Tea & Beverages",4.4,1035,94.0,99.0,5.1,5.05050505050505
Chaayos Instant Tea Premix - Regular Sugar - Masala Flavour (30 Sachets) 30 x 22g =660g| Masala Tea Powder | Masala Chai |...,"Coffee, Tea & Beverages",4.1,2313,599.0,750.0,20.1,20.133333333333333
Tetley Long Leaf | Natural Lemon Flavoured Green Tea with Anti-Oxidants | Green Tea | 100g,"Coffee, Tea & Beverages",4.3,577,148.0,150.0,1.3,1.3333333333333335
"Davidoff Café Rich Aroma, Fine Aroma and Espresso 57 Instant Ground Coffee - Combo Pack Jar, 3 x 100 g","Coffee, Tea & Beverages",4.7,272,1365.0,1950.0,30.0,30.0
"Women's Horlicks Plus Caramel Jar, 400 g","Coffee, Tea & Beverages",4.4,21850,333.0,345.0,3.5,3.4782608695652173
Bevzilla Dark Wish Dark Roast Strong Coffee Powder - 48 Sachets Box | Black Roast Rich & Dark Instant Coffee Powder | Stro...,"Coffee, Tea & Beverages",3.5,87,209.0,499.0,58.1,58.116232464929865
Organic India Tulsi Sweet Rose Tea - 25 Infusion Bags,"Coffee, Tea & Beverages",4.3,1233,159.0,168.0,5.4,5.357142857142857
Goodricke Roasted Organic Darjeeling Tea - 250gm | 100% Organic Whole Leaf Tea | Darjeeling Long Leaf Tea | Flavoury Golde...,"Coffee, Tea & Beverages",4.2,2287,285.0,300.0,5.0,5.0
"Wagh Bakri Ginger Instant Tea Premix, 140g","Coffee, Tea & Beverages",4.2,958,139.0,150.0,7.3,7.333333333333333
"KLF Coconad Instant Coconut Milk Powder, 1kg","Coffee, Tea & Beverages",4.4,1655,670.0,850.0,21.2,21.176470588235293
Society Premium Leaf Tea 1Kg Pouch,"Coffee, Tea & Beverages",4.3,896,578.0,590.0,2.0,2.0338983050847457
"Complan Nutrition and Health Drink Kesar Badam, 500gm (Jar)","Coffee, Tea & Beverages",4.4,594,312.0,335.0,6.9,6.865671641791045
"Schweppes Indian Tonic Water | Contains Quinine | Refreshing Mixer with Bitter Taste | Recyclable Can, 300 ml (Pack of 6)","Coffee, Tea & Beverages",3.6,29,250.0,300.0,16.7,16.666666666666664
"TEACURRY Belly Fat Tea (1 Month Pack, 30 Tea Bags) - Helps with Belly Fat, Water Weight, Bloating","Coffee, Tea & Beverages",4.3,244,669.0,799.0,16.3,16.270337922403
"Paper Boat Lychee Juice, Litchi Jelly Drink Enriched with Vitamin D, No Added Preservatives and Colours (Pack of 9, 150ml ...","Coffee, Tea & Beverages",4.1,304,166.0,180.0,7.8,7.777777777777778
"Pepsi Mountain Dew Soft Drink Bottle, 750 ml","Coffee, Tea & Beverages",4.5,152,36.0,40.0,10.0,10.0
So Good Almond Milk 4L (4X 1000 ml)| Unsweetened | Lactose Free Milk | Gluten Free | Sugar Free | Vegan Milk | Non-Dairy |...,"Coffee, Tea & Beverages",4.0,381,1056.0,1180.0,10.5,10.508474576271185
Tata Tea Premium | Desh Ki Chai | Unique Blend Crafted For Chai Lovers Across India | Black Tea | 500g,"Coffee, Tea & Beverages",4.4,2588,238.0,280.0,15.0,15.0
"Raw Pressery Coconut Water, 200 ml (Pack of 6)","Coffee, Tea & Beverages",4.3,1100,288.0,360.0,20.0,20.0
Tata Tea Gold Darjeeling | Fine Long Leaf Authentic Darjeeling Tea | Black Tea | 200g,"Coffee, Tea & Beverages",4.2,339,282.0,340.0,17.1,17.058823529411764
"Sprite Lemon-Lime Flavoured Cold Drink | Refreshing Taste | Clear Soft Drink with No Added Colours | Recyclable Can, 300 m...","Coffee, Tea & Beverages",4.4,15,216.0,240.0,10.0,10.0
"Urban Platter Canadian Cranberry Juice, 1 Litre (Unsweetened, No Added Sugar, 100% Natural Cranberry Juice, Good for UTI H...","Coffee, Tea & Beverages",4.3,90,1425.0,1500.0,5.0,5.0
Chaayos Instant Tea Premix - Low Sugar - Adrak Elaichi Flavour (30 Sachets) | Masala Tea Powder,"Coffee, Tea & Beverages",3.9,667,599.0,750.0,20.1,20.133333333333333
"Raw Pressery Juice, Mango, 1 Litre","Coffee, Tea & Beverages",4.2,103,230.0,250.0,8.0,8.0
Country Bean Instant Coffee Powder | Hazelnut Flavoured Coffee 50 G,"Coffee, Tea & Beverages",4.2,12836,279.0,325.0,14.2,14.153846153846153
"Organic India Tulsi Sleep Tea Bags, 25 Tea Bags","Coffee, Tea & Beverages",4.3,974,165.0,174.0,5.2,5.172413793103448
Tata Tea Agni | Strong chai With 10% Extra Strong Leaves | Black Tea | 250g,"Coffee, Tea & Beverages",4.1,4627,49.0,70.0,30.0,30.0
Sri Sri Tattva Karela Jamun Juice - Ayurvedic Juice to Help Maintain Healthy Sugar Levels - 100% Natural - No Added Sugar...,"Coffee, Tea & Beverages",4.3,226,285.0,300.0,5.0,5.0
"Lamsa Flavoured Tea, 500g Carton","Coffee, Tea & Beverages",4.0,163,207.0,220.0,5.9,5.909090909090909
Rajam Sukku Coffee Powder 200G Jar Pack of 2 (rajam Sukku malli Powder),"Coffee, Tea & Beverages",4.4,234,178.0,196.0,9.2,9.183673469387756
Anveshan Empowering farmers with technology Moringa Sattu Drink Mix - 300g | Chana Sattu Protein Powder | Vegan Energy Dri...,"Coffee, Tea & Beverages",4.1,98,349.0,499.0,30.1,30.060120240480963
True Herbs pure karela jamun juice helps maintain healthy sugar level - no added sugar – 3000 ml Pack of 3,"Coffee, Tea & Beverages",4.1,309,999.0,1950.0,48.8,48.769230769230774
"Heapwell Superfoods Japanese Ceremonial Matcha Green Tea, AA Grade, -30 g","Coffee, Tea & Beverages",4.0,114,579.0,1499.0,61.4,61.37424949966645
"Pepsi Black, 250ml Slim Can","Coffee, Tea & Beverages",4.4,84,25.8,35.0,26.3,26.285714285714285
Herbalife Afresh Energy Drink Peach Flavor (50 gm),"Coffee, Tea & Beverages",4.1,579,569.0,718.0,20.8,20.75208913649025
"Paper Boat Chocolate Milkshake, Enriched with Vitamin D, No Added Preservatives and Colours (180 ml)","Coffee, Tea & Beverages",4.1,188,30.0,35.0,14.3,14.285714285714285
Chaayos Adrak Elaichi Tea (Ginger and Cardamom) - Premium Desi Chai Patti for Authentic Masala Flavour | Immunity Booster-...,"Coffee, Tea & Beverages",4.0,1209,329.0,349.0,5.7,5.730659025787966
Amulya Dairy Whitener 200g Refill,"Coffee, Tea & Beverages",4.3,64,87.0,90.0,3.3,3.3333333333333335
"Mapro Lemon Ginger Squash, 750ml","Coffee, Tea & Beverages",4.3,421,162.0,180.0,10.0,10.0
Fearless Green Tea Original & Pure | 200g | Natural Loose Leaves | Non Bitter Assam Tea | Silver Tips | Exported Worldwid...,"Coffee, Tea & Beverages",4.3,291,259.0,379.0,31.7,31.6622691292876
Krishna's Night Jasmine Parijat Harshringar Leaf Juice - 500 ml,"Coffee, Tea & Beverages",4.6,18,245.0,250.0,2.0,2.0
ATLANTIS Kadak Cardamom Premix Tea for Vending Machine - 1kg,"Coffee, Tea & Beverages",3.8,109,395.0,415.0,4.8,4.819277108433735
"TEACURRY Thyroid Support Tea Bags - 30 Tea Bags, 1 Month Pack (Spearmint Flavoured) - Helps with Thyroid Support (TSH T3 T...","Coffee, Tea & Beverages",4.3,103,619.0,799.0,22.5,22.528160200250312
"Lavazza Espresso Colombia, 5.3x 10 Units Nespresso® Compatible Coffee Capsules","Coffee, Tea & Beverages",4.2,1298,415.0,500.0,17.0,17.0
Namhya Foods Liver cleanse Tea with Harad Milk Thistle (100g Pack of 1),"Coffee, Tea & Beverages",4.3,58,549.0,589.0,6.8,6.791171477079796
"The Tea Trove Blue Butterfly Pea Flower Tea for skin glow, weight loss and Brain Health (25 Gm) | 100% Organic | Steep as ...","Coffee, Tea & Beverages",4.2,393,149.0,295.0,49.5,49.49152542372882
Sudar Sukku Malli Coffee Powder 500 grams | Chukku Kappi Powder | Dry Ginger Coriander Coffee Powder,"Coffee, Tea & Beverages",4.2,218,237.0,300.0,21.0,21.0
"Tata Grand Instant Coffee - 1 kg, Chicory Flavoured","Coffee, Tea & Beverages",4.1,290,954.0,999.0,4.5,4.504504504504505
Chaizup Instant Premix Ginger Tea | Karak Chai with Adrak & Low Sugar | Ginger Flavor | 10 Sachets | Adrak Chai | Masala G...,"Coffee, Tea & Beverages",5.0,2,138.0,140.0,1.4,1.4285714285714286
Aava Naturally Alkaline Mineral Water 200ml | Origin Aravalli Hills | 100% Alkaline pH 8.0+ | Benefits of Calcium & Magnes...,"Coffee, Tea & Beverages",4.0,616,449.0,480.0,6.5,6.458333333333334
GO DESi Popz Real Aam - 10 Pieces,"Coffee, Tea & Beverages",3.6,312,45.0,50.0,10.0,10.0
"Borges Natura Rice & Hazelnut Drink | 100% Plant Based Milk, Gluten Free, Vegan Milk, Lactose Free, Dairy Free | No Added ...","Coffee, Tea & Beverages",4.0,92,250.0,349.0,28.4,28.36676217765043
Tiggle Dark Hot Chocolate Mix | 10 Cups Pack | Thick and Chocolatey | Highest-Grade Cocoa Beans from Farms of Tamil Nadu |...,"Coffee, Tea & Beverages",4.1,415,279.0,329.0,15.2,15.19756838905775
Real Health SOYA Chocolate Milk 1L (Pack of 2) | Lactose Free | Cholesterol Free | Vegan | Plant Based Beverage | Gluten F...,"Coffee, Tea & Beverages",4.6,89,251.76,310.0,18.8,18.78709677419355
Nutriorg Amla Juice 1000 ml | Organic Farm Produce Juice | Vitamin C Rich | Detox Juice,"Coffee, Tea & Beverages",4.0,260,399.0,599.0,33.4,33.3889816360601
"Vimto Fruit Cordial, 710 ml","Coffee, Tea & Beverages",4.5,172,639.99,999.0,35.9,35.93693693693694
"Fearless Chamomile Rose Green Tea Bags 25 pcs | Stress & PCOS Relief | Promotes Deep Sleep | Real Whole Chamomile Flowers,...","Coffee, Tea & Beverages",4.1,65,236.0,249.0,5.2,5.220883534136546
"Nestle Milo Activ-Go, 400 g","Coffee, Tea & Beverages",4.5,650,420.0,499.0,15.8,15.831663326653306
Sleepy Owl Coffee Dark Roast Cold Brew Packs | Set of 5 Packs - Makes 15 Cups | 3 Step Brew - No Equipment Required | Cold...,"Coffee, Tea & Beverages",4.5,274,450.0,575.0,21.7,21.73913043478261
"Colombian Brew Coffee Powder Pure Instant 50g, Vanilla Instant 50g , Double Chocolate Mocha 50g, (Gift Pack Box) Buy 2 Get...","Coffee, Tea & Beverages",4.2,2909,378.0,380.0,0.5,0.5263157894736842
Shree Guruji Sugar Free Kesaria Thandai Milk Beverage Refreshing Drink for Summer Dry Fruit Syrup Sharbat Instant Refreshi...,"Coffee, Tea & Beverages",4.3,22,765.0,850.0,10.0,10.0
Dabur Giloy Juice Immunity Booster With Natural Source Of Antioxidants - 1 L,"Coffee, Tea & Beverages",4.3,447,210.0,270.0,22.2,22.22222222222222
"Tropicana Litchi Delight Tetra Fruit Juice, 200ml","Coffee, Tea & Beverages",4.4,56,15.0,20.0,25.0,25.0
"Makaibari Tea Treasures Smoky Mountain, Organic Roasted Darjeeling Loose Leaf Black Tea Tin Caddy, 100 Grams","Coffee, Tea & Beverages",3.9,106,283.0,350.0,19.1,19.142857142857142
"Mapro Raw Mango Crush, 750ml","Coffee, Tea & Beverages",4.0,296,162.0,180.0,10.0,10.0
"TGL Co. The Good Life Company Kadak Masala Chai Instant Tea Premix Tea with Masala, 14 Sachets (196 g)","Coffee, Tea & Beverages",4.1,148,330.0,399.0,17.3,17.293233082706767
Levista Classic Pure Instant Ground Coffee (50Gm Jar),"Coffee, Tea & Beverages",4.0,61,105.0,135.0,22.2,22.22222222222222
Zenzi Sparkling Water Multi-Flavoured Pack of 4 (350ml Each) | 100% Natural Unsweetened Soda Water | Zero Sugar Calorie Fr...,"Coffee, Tea & Beverages",3.2,126,205.0,240.0,14.6,14.583333333333334
"Coffeeza Classico Aluminum Coffee Capsules, Intensity – 6/10 - Nespresso Compatible Coffee Pods (Box of 10)","Coffee, Tea & Beverages",4.2,320,418.0,450.0,7.1,7.111111111111111
"Organic India Tulsi Green Tea Classic, 25 Infusion Bags (Pack of 2)","Coffee, Tea & Beverages",4.6,319,368.93,388.0,4.9,4.914948453608246
"TEACURRY Skin Care Tea (1 Month Pack | 30 Tea Bags) - Help in Skin Glow, Acne, Anti-Aging, & Hair Shin, (Skin Glow Tea)","Coffee, Tea & Beverages",4.2,34,619.0,799.0,22.5,22.528160200250312
"Boost Health, Energy & Sports Nutrition drink - 450 g Jar","Coffee, Tea & Beverages",4.3,457,292.0,299.0,2.3,2.341137123745819
"Nescafé 3 in 1 Rich Coffee - 25 Sachets Bag, 475 g","Coffee, Tea & Beverages",4.4,238,725.0,999.0,27.4,27.427427427427425
Nature's Bridge Premium Sun Dried Rose Petals / Gulab Patti (100 Gm) for Skin Care/ Herbal Tea/ Toppings for Indian Sweet...,"Coffee, Tea & Beverages",4.3,285,209.0,399.0,47.6,47.61904761904761
Nestle Nescafe Signature Blend Hot Coffee Premix (1 kg),"Coffee, Tea & Beverages",3.9,95,599.0,600.0,0.2,0.16666666666666669
"FRESH & HONEST Awake Filter Coffee Powder 70: 30 Blend, 200g","Coffee, Tea & Beverages",3.8,15,66.0,110.0,40.0,40.0
Octavius Classic Assam Black Tea - 100 Teabag pack of 1,"Coffee, Tea & Beverages",4.1,363,161.0,190.0,15.3,15.263157894736842
"Colombian Brew 3 in 1 Cappuccino Café Latte, Instant Coffee Powder Premix, 10 Sachets Box pack of 2","Coffee, Tea & Beverages",4.0,353,378.0,498.0,24.1,24.096385542168676
"Third Wave Coffee French Roast 100% Arabica Coffee, 250 gram (Cold Brew/French Press)","Coffee, Tea & Beverages",4.2,48,355.0,450.0,21.1,21.11111111111111
Octavius Premium CTC Tea (New and Improved Blend) - 1KG | Strong Assam Tea Powder Black Tea 1kg Pack of 1 | Premium 1kg pa...,"Coffee, Tea & Beverages",3.8,253,340.0,490.0,30.6,30.612244897959183
Starbucks by Nespresso House Blend Coffee Pods 10 Capsules,"Coffee, Tea & Beverages",4.3,247,630.0,1000.0,37.0,37.0
"Navvayd Pure Chamomile Tea (100 Gm, 50 Cups), Caffeine Free Tea for Stress Relief & Good Sleep | Made with 100% Pure Chamo...","Coffee, Tea & Beverages",4.2,170,349.0,600.0,41.8,41.833333333333336
"Red Bull Energy Drink, 250 ml (24 Pack)","Coffee, Tea & Beverages",4.1,1025,2990.0,3000.0,0.3,0.33333333333333337
TGL Co. The Good Life Company Euphoria Instant Coffee Powder (200 Grams) | Extra Strong Blend of Arabica & Robusta Coffee ...,"Coffee, Tea & Beverages",4.1,331,536.0,678.0,20.9,20.943952802359885
"Coca-Cola ZeroSugar, No Calories Soft Drink Can, 300 ml (Pack of 6)","Coffee, Tea & Beverages",4.1,1041,242.0,250.0,3.2,3.2
"Colombain Brew Coffee Arabica Assorted Cold Brew Original, Vanilla, Hazelnut, Mint, Cinnamon, 5 Brew Bags, 20 Cups","Coffee, Tea & Beverages",3.7,297,149.0,299.0,50.2,50.16722408026756
"Bevzilla Hot Chocolate Powder (Original) Drink Powder With Organic Date Palm Jaggery, 100% Pure Cocoa, Zero Refined Sugar,...","Coffee, Tea & Beverages",4.1,77,299.0,499.0,40.1,40.08016032064128
"Rasna Fruit Fun MSP (32Gl+32GL+ 32GL) monocarton, Alphonso Mango Pack of 2","Coffee, Tea & Beverages",4.0,314,94.0,96.0,2.1,2.083333333333333
"Unived KSM-66 Ashwagandha | 600mg Vegan Full Spectrum Root Extract Standardized to 5% Withanolides | for Stress, Anxiety, ...","Coffee, Tea & Beverages",4.0,42,900.0,1000.0,10.0,10.0
"Nescafé Original Black Roast Coffee Powder, 200 g Jar","Coffee, Tea & Beverages",4.5,204,1019.99,1500.0,32.0,32.00066666666667
Typhoo Cleansing Organic Root Remedy Tea Bag (20 Tea Bags),"Coffee, Tea & Beverages",4.3,540,178.0,210.0,15.2,15.238095238095239
Baidyanath Boost Immunity Natural Giloy Juice - 1 ltr (Pack of 2),"Coffee, Tea & Beverages",4.2,444,328.0,550.0,40.4,40.36363636363636
Typhoo Distinctive English Breakfast Black Tea Bags (25 Tea Bags),"Coffee, Tea & Beverages",4.4,333,165.0,195.0,15.4,15.384615384615385
Masala Drops Bombay Chai Masala - 10 ML | Pure & Natural Ingredients | Authentic and Original Mumbai Cutting Chai | 1 Drop...,"Coffee, Tea & Beverages",5.0,2,199.0,299.0,33.4,33.44481605351171
Nestle Coffee-Mate - Fat Free 453 Grams,"Coffee, Tea & Beverages",4.2,493,600.0,999.0,39.9,39.93993993993994
Café Desire Instant Premix Lemon Tea (1 kg),"Coffee, Tea & Beverages",4.0,168,489.0,499.0,2.0,2.004008016032064
"Davidoff Crema Intense Coffee Bottle, 2 x 90 g","Coffee, Tea & Beverages",4.4,60,980.0,1100.0,10.9,10.909090909090908
"TEACURRY Himalayan Mullein Tea (50 Grams, 100 Cups) - Helps with Asthma, Lung Detox, Immunity and Easy Sleep - Australian ...","Coffee, Tea & Beverages",3.8,13,519.0,549.0,5.5,5.46448087431694
"Navvayd Lopchu Golden Orange Pekoe Darjeeling Tea (100 Gm, 50 Cups) I With Real Musk Flavor & Smoky Taste | Loose Leaf - E...","Coffee, Tea & Beverages",4.0,289,389.0,600.0,35.2,35.16666666666667
"Davidoff Rich Aroma Coffee Bottle, 6 x 100 g","Coffee, Tea & Beverages",4.5,133,2750.0,3900.0,29.5,29.48717948717949
"Tea Valley Royal 1kg | CTC Tea | Premium Blend of Assam and Dooars Tea | Unique Blend Crafted for Chai Lovers| Strong, Mal...","Coffee, Tea & Beverages",4.1,342,420.0,510.0,17.6,17.647058823529413
TEA AND INDIA Slimming detox tea for weight loss (100g loose tea) helps loose weight | reduce belly fat | good for digestion,"Coffee, Tea & Beverages",4.0,9,499.0,999.0,50.1,50.050050050050054
"NESTEA Instant Iced Tea, Green Tea Mint Flavour – 400g","Coffee, Tea & Beverages",3.4,166,218.0,230.0,5.2,5.217391304347826
"Seven Beans - URUBAGE South Indian Filter Coffee Powder - Coffee: 80%, Chicory: 20% ,500 g (Medium Roast) (Pack of 2)","Coffee, Tea & Beverages",4.1,347,630.0,850.0,25.9,25.882352941176475
"Bevzilla Premium Gift box of 4 Coffee Powder Jars (25 gms each), Coffee Travel Mug & Electric Frother | Strong Coffee| 100...","Coffee, Tea & Beverages",4.4,89,899.0,999.0,10.0,10.01001001001001
"AVG Giloy, Tulsi, Amla & Ashwagandha Premium Herbal Juice, Immunity Booster, 1l","Coffee, Tea & Beverages",4.1,115,355.0,410.0,13.4,13.414634146341465
Grannys Foods Instnat Ginger Coffee/Chukku Kappi/Sukku Kappi(150g Pack Of 1)/Traditional Flavor & Taste Of Kerala,"Coffee, Tea & Beverages",4.3,19,189.0,210.0,10.0,10.0
KALFREE Detox Tea,"Coffee, Tea & Beverages",4.6,84,175.0,186.0,5.9,5.913978494623656
"TGL Lemon Detox Green Tea Bags, 16 Tea Bags (15 Tea Bags + 1 Exotic Sample) with Green Sencha Tea, Lemon Slices, Lemongras...","Coffee, Tea & Beverages",4.2,83,289.0,349.0,17.2,17.191977077363894
"Ocean Spray Cranberry Classic Juice, 1Ltr","Coffee, Tea & Beverages",3.9,534,445.99,999.0,55.4,55.35635635635635
"Colombian Brew Coffee Powder High Caffeine Espresso Instant 50g, Vanilla Instant 50g , Hazelnut Instant 50g, Buy 2 Get 1 Free","Coffee, Tea & Beverages",4.3,31,378.0,597.0,36.7,36.68341708542713
Ausum Tea Organic Lavender and Rose - Herbal Tea for Sleep and Skin Care - 16 Teabags (15 + 1 Free new flavour Sample),"Coffee, Tea & Beverages",4.3,244,240.0,299.0,19.7,19.732441471571907
"Jiva Amla Juice - 1 Litre - Pack of 1 - Made With Fresh Amla, Cold Pressed And No Artificial Flavours, Enriched with Antio...","Coffee, Tea & Beverages",4.0,110,198.0,210.0,5.7,5.714285714285714
Octavius Gold CTC Chai - 1 Kg,"Coffee, Tea & Beverages",3.9,551,389.0,590.0,34.1,34.067796610169495
"Atlantis 3 in 1 Instant Kadak Cardamom Tea and Coffee Premix Powder Combo (Contains Tea, Coffee, Milk and Sugar) 1 Kg each...","Coffee, Tea & Beverages",3.7,42,785.0,800.0,1.9,1.875
Nutriorg Jamun Juice - 500ml,"Coffee, Tea & Beverages",3.8,218,319.0,449.0,29.0,28.953229398663698
"Exotic Aromas Green Tea for Weight loss Ultimate Combo, Weight Loss, Digestive and Herbal Detox Green Tea, 50 Grams Pack of 3","Coffee, Tea & Beverages",4.1,158,599.0,1497.0,60.0,59.986639946559784
"Glucon-D Glucose Based Beverage Mix - Nimbu Pani flavoured, 1Kg","Coffee, Tea & Beverages",4.5,413,299.0,352.0,15.1,15.056818181818182
B Naturall Instant Chicory Root Powder - 100 GM by B Natruall,"Coffee, Tea & Beverages",4.0,67,99.0,241.0,58.9,58.921161825726145
"Cambridge Tea Party Kashmiri Kahwa 30 Tea Bags, Saffron Almond Cardamom Clove Pepper Cinnamon Rose Tulsi Green Tea (immuni...","Coffee, Tea & Beverages",3.3,34,149.0,225.0,33.8,33.77777777777778
"STARBUCKS Espresso Dark Roast Whole Beans Coffee, 200 g, Green & White (144270)","Coffee, Tea & Beverages",4.3,154,837.95,1800.0,53.4,53.44722222222222
Typhoo Green Tea Lemon & Honey - 25 Heat Sealed enveloped Tea Bags (Pack of 2),"Coffee, Tea & Beverages",4.4,207,289.0,420.0,31.2,31.19047619047619
"Shreejal Coconut Water Mix Economy Pack of 40 Sachets, (11 Gram Each)","Coffee, Tea & Beverages",4.3,294,475.0,600.0,20.8,20.833333333333336
"Jacob’s Creek Riesling UNVINED Non Alcoholic White Grape Still Wine, 750ml","Coffee, Tea & Beverages",5.0,1,720.0,900.0,20.0,20.0
Organic India Tulsi Green Classic 25 Tea Bags,"Coffee, Tea & Beverages",4.5,520,185.46,194.0,4.4,4.402061855670099
Amzn Instant Coffee Premix Powder Without Sugar 1 Kg Pack,"Coffee, Tea & Beverages",4.0,50,675.0,710.0,4.9,4.929577464788732
Dorje Teas USDA Certified Authentic Autumn Flush Organic Darjeeling Black Tea| Antioxidants | Heart Health | Boosts energy...,"Coffee, Tea & Beverages",3.9,156,254.15,299.0,15.0,15.0
Rajam Badam Drink Mix 200G Box (Buy 1 Get 1 Free),"Coffee, Tea & Beverages",4.1,159,140.0,150.0,6.7,6.666666666666667
"Kayos - Nettle Leaf Tea (100g) | With Pure Himalayan Stinging Nettle Leaves | Supports Bone, Kidney, Skin Health | Packed ...","Coffee, Tea & Beverages",4.0,175,599.0,899.0,33.4,33.37041156840934
"Herbalife Afresh Energy Drink (Lemon, Ginger, Elaichi, Cinnamon and Peach Flavour) Pack of 5 (50 g Each)","Coffee, Tea & Beverages",4.3,229,2498.0,4240.0,41.1,41.08490566037736
