name,sub_category,ratings,no_of_ratings,discount_price,actual_price,discount_percentage,discount_percentage_original
Ekaika - Insulin Plant Leaves Tea - 50g | Herbal Tea For Diabetes | Controls Blood Sugar Levels | Costus Igneus | Caffeine...,"Coffee, Tea & Beverages",4.0,93,498.0,599.0,16.9,16.86143572621035
Tang Orange Instant Drink Mix 500 G Pouch (Pack of 2),"Coffee, Tea & Beverages",4.4,983,255.0,280.0,8.9,8.928571428571429
Kannavarai Tea Estate 500 Grams (Pack of 2),"Coffee, Tea & Beverages",4.2,24,399.0,400.0,0.2,0.25
Octavius Cardamom Chai Premix Tea | Economy Pack - 50 Sachets| On the Go Instant Tea Premix | Premix Tea Powder | Easy To ...,"Coffee, Tea & Beverages",4.1,70,579.0,800.0,27.6,27.625
"Patanjali Giloy Juice, 500ml","Coffee, Tea & Beverages",4.2,121,89.0,90.0,1.1,1.1111111111111112
Sorich Organics Thandai Mix 125g | Thandai Powder for Milk | Thandai Premix Ready to Make | Perfect Summer Drink | Instant...,"Coffee, Tea & Beverages",5.0,11,212.0,249.0,14.9,14.859437751004014
"Bab Louie & Co. Aromatic Bitters for Cocktails, India's First Non-Alcoholic Craft Bitters, Spiced Earthy Taste Notes, Old ...","Coffee, Tea & Beverages",4.3,105,999.0,1299.0,23.1,23.094688221709006
"TGL Co.The Good Life Company TGL 100% Natural Green Tea Bags Sampler Box Tea Bags, 16 Tea Bags | Assorted Tea Bags | Kashm...","Coffee, Tea & Beverages",4.3,180,247.0,299.0,17.4,17.391304347826086
Sliming Herb Diet Slimming Tea Bags - 50 Teabags,"Coffee, Tea & Beverages",4.0,40,349.99,700.0,50.0,50.001428571428576
BLUE TEA - Chamomile Flower Tea - 60 gram ( pack of 2) || FARM PACKED for Freshness || Pure Whole Flower Buds of Chamomile...,"Coffee, Tea & Beverages",4.0,32,314.0,899.0,65.1,65.07230255839822
BLUE TEA - Chamomile Green Tea - 100g || RELAX TEA || Chamomile Flower blended with Whole Leaf Green Tea - Premium Zipper ...,"Coffee, Tea & Beverages",3.9,510,250.0,499.0,49.9,49.899799599198396
"Lavazza Relish & Cherish Family Edition, 4 X 200 g with Il Mattino Vivace, Filter Coffee & Free Mug","Coffee, Tea & Beverages",4.5,134,798.0,840.0,5.0,5.0
"Goodwyn Immunity Boosting Health Green Tea Box, 60 Tea Bags, 6 Green Teas for Different Times & Moods of the Day (Rs. 6.65...","Coffee, Tea & Beverages",4.3,451,349.0,379.0,7.9,7.9155672823219
"The Indian Chai - Slimming Healthy Green Tea 100g | Slim Tea for Weight Loss with Garcinia Cambogia, Terminalia Chebula & ...","Coffee, Tea & Beverages",4.1,632,395.0,399.0,1.0,1.0025062656641603
"Kanwal Shahi Kashmiri Qawah (Kahwa) Tea, 600 GM (300GMx2) Combo","Coffee, Tea & Beverages",4.3,477,716.0,720.0,0.6,0.5555555555555556
Maraca Natural Drink | Nannari Sarbath | Sarasaparilla Syrup | Naruneendi (700 ml),"Coffee, Tea & Beverages",5.0,4,220.0,240.0,8.3,8.333333333333332
"Bournville Cranberry, Fruit & Nut, 70% Dark (pack of 2 each)","Coffee, Tea & Beverages",4.2,46,540.0,600.0,10.0,10.0
Axiom Organic 100% Pure Louki Amla Juice 1000ml | Helpful in Sugar Problems | Immunity Booster | Helpful in Digestion | | ...,"Coffee, Tea & Beverages",3.9,28,178.0,180.0,1.1,1.1111111111111112
Herbalife Nutrition Afresh (50g) (Elaichi),"Coffee, Tea & Beverages",4.0,108,597.0,848.0,29.6,29.599056603773583
Fruitaco Lemon Juice Concentrate 750 ml (250ml x 3),"Coffee, Tea & Beverages",3.9,969,260.0,297.0,12.5,12.457912457912458
"Sprig Vanilla Powder – Crafted from natural vanilla bean extract, no added flavours or colours, 30gm","Coffee, Tea & Beverages",4.0,34,380.0,399.0,4.8,4.761904761904762
"Urban Platter Kadak Bombay Masala Chai, 500g (Aromatic Blend of Black CTC Tea infused with Spices like Ginger, Cardamom, S...","Coffee, Tea & Beverages",4.0,199,475.0,500.0,5.0,5.0
Chaayos Turmeric Cardamom Green Tea | Turmeric Cardamom Tea | Whole Leaf Loose Tea | Immunity Boosting - 100g [50 Cups] | ...,"Coffee, Tea & Beverages",4.1,554,329.0,349.0,5.7,5.730659025787966
Third Wave Coffee | Bettadakhan Estate | Medium Dark Roast | Cold Brew / French Press / Channi Method | 100% Arabica Coffe...,"Coffee, Tea & Beverages",4.3,32,355.0,430.0,17.4,17.441860465116278
"Typhoo Reviving Flavoured Elaichi Chai (25 Tea Bags) , 1.8g Each","Coffee, Tea & Beverages",4.4,182,175.0,195.0,10.3,10.256410256410255
"TEACURRY 28 Day Slimming Tea for Weight Loss with Free Diet Chart - 100 Gms Loose Tea | Slimming Tea Helps lose weight, re...","Coffee, Tea & Beverages",4.0,173,569.0,699.0,18.6,18.59799713876967
Society Leaf Tea 500 g Pouch - Pack of 2,"Coffee, Tea & Beverages",4.5,13,532.0,560.0,5.0,5.0
"VAHDAM, Green Tea Variety Sampler Pack, 8 Flavors -10 Tea Bags Each | Assorted Green Tea Gift Sets- Lemon Ginger Tea, Cham...","Coffee, Tea & Beverages",4.5,177,1049.0,1499.0,30.0,30.020013342228154
"Hershey's Milk Booster Syrup, 450g","Coffee, Tea & Beverages",4.4,122,170.0,220.0,22.7,22.727272727272727
"The Indian Chai - PCOS/OD Relief Herbal Tea 50g with Spearmint, Flax Seed, Chasteberry etc, Helps with Acne, Facial Hair G...","Coffee, Tea & Beverages",4.0,785,299.0,399.0,25.1,25.062656641604008
"Cocojal Lime Tender Coconut Water - 200ml, Pack of 6","Coffee, Tea & Beverages",3.4,207,240.0,300.0,20.0,20.0
Girnar Instant Premix Lemongrass Chai (10 Low Sugar Sachets),"Coffee, Tea & Beverages",4.3,169,140.0,150.0,6.7,6.666666666666667
VAHDAM Organic Amla Ginger Tea - 15 Green Tea Bags | Vitamin C Fortified Digestive Health Drink | High Nutrition Pratapgar...,"Coffee, Tea & Beverages",4.0,65,191.0,225.0,15.1,15.11111111111111
Ash Guard Juice,"Coffee, Tea & Beverages",3.8,16,750.0,875.0,14.3,14.285714285714285
"Tang Mango Drinks Powder, 2.5kg","Coffee, Tea & Beverages",4.1,1069,1890.0,2699.0,30.0,29.974064468321597
"Continental THIS STRONG Creamy 3-in-1 Instant Coffee Powder Premix, 160g (Each Sachet - 16g, 1 Box*10 sachets) | Coffee + ...","Coffee, Tea & Beverages",3.5,58,149.0,150.0,0.7,0.6666666666666667
"Amazon Brand - Kitchen Cheer Chocolate Syrup, Rich Chocolate Flavour, Creamy Texture, No Malt, 1.3Kg","Coffee, Tea & Beverages",5.0,2,259.0,499.0,48.1,48.09619238476954
Beyond Water Cocktail Mixer - Assorted Pack - 2 X 20 Servings (Rose Lemonade + Mojito) | ZERO Calorie Sugar-Free Drinks Mi...,"Coffee, Tea & Beverages",2.3,9,550.0,600.0,8.3,8.333333333333332
"Namaste Chai Instant Tea Premix, Adrak Flavor | Assam | Ginger | Milk and Sugar | Ready Mix (22g x 10 Sachets,Powder)","Coffee, Tea & Beverages",4.1,81,178.0,180.0,1.1,1.1111111111111112
"BEVARO Roasted Hazelnut Syrup, 300 ml, Flavoured Hazelnut Syrup for Coffee, Shakes, Hot Brew, Cold Brew, Mocktails, Bevera...","Coffee, Tea & Beverages",4.3,7,249.0,259.0,3.9,3.861003861003861
DUNCANS FINEST HAND - PICKED LEAF TEA Double Diamond Premium CTC Tea- 250g (Pack of 2),"Coffee, Tea & Beverages",4.0,135,245.0,270.0,9.3,9.25925925925926
"Coffeeza (AAA Arabica Grade) Mysore Nuggets Aluminium Coffee Capsules, Intensity – 7/10 -Nespresso Compatible Coffee Pods...","Coffee, Tea & Beverages",4.0,13,465.0,500.0,7.0,7.000000000000001
"Axiom Bhoomi Amla 500 ml | Healthy Liver | Helps In Digestion | Boost Immunity | 100% Natural WHO-GLP,GMP, Certified Produ...","Coffee, Tea & Beverages",4.2,105,295.0,300.0,1.7,1.6666666666666667
Organic Turmeric '15 Day' Wellness Detox SUPERFOOD | 60 Herbal Tea Bags | Detox Tea for Weight Loss and Belly Fat | Turmer...,"Coffee, Tea & Beverages",4.4,1192,679.0,799.0,15.0,15.018773466833544
Sri Sri Tattva Karela Jamun Juice - Ayurvedic Juice to Help Maintain Healthy Sugar Levels - 100% Natural - No Added Sugar...,"Coffee, Tea & Beverages",4.4,76,912.0,960.0,5.0,5.0
Colombian Brew 100% Arabica Roasted Coffee Beans 1kg,"Coffee, Tea & Beverages",3.9,100,934.0,999.0,6.5,6.506506506506507
Octavius Tea Premium CTC Chai - 1 Kg,"Coffee, Tea & Beverages",3.7,19,311.0,490.0,36.5,36.53061224489796
"The Tea Heaven | Tea Gift - Kashmiri Kahwa-With Almonds, Saffron, Spices- 30 Tea bags","Coffee, Tea & Beverages",4.1,456,437.0,599.0,27.0,27.04507512520868
"NUTRISROT̖ Electro-Aqua Instant Hydration & Energy Drink with Essential Electrolytes, Probiotics & Zinc to Restore Body Fl...","Coffee, Tea & Beverages",3.9,22,449.0,500.0,10.2,10.2
"Lipton Iced Tea Mix, Lemon (Natural Flavour, Sweetened Iced Tea Mix) 670g","Coffee, Tea & Beverages",3.7,8,835.0,1999.0,58.2,58.229114557278635
"Rooted Instant Coffee, Arabica coffee enhanced with Superfood Mushrooms (lion's Mane & Chaga - 30%) |Focus, Energy, Immuni...","Coffee, Tea & Beverages",4.0,47,211.5,349.0,39.4,39.39828080229226
"HYE FOODS Milky Dunes Bourbon Chocolate Camel Milk Powder | Promotes Body Growth, Immunity and Gut Health High Nutrition C...","Coffee, Tea & Beverages",3.8,330,379.0,399.0,5.0,5.012531328320802
"Goodwyn Earl Grey Tea, A Classic and Aromatic Black Tea, 100 Tea Bags","Coffee, Tea & Beverages",4.1,75,529.0,600.0,11.8,11.833333333333334
"Starbucks Single - Origin Coffee Colombia by Nespresso, 5 x 57 g","Coffee, Tea & Beverages",4.5,1176,2549.0,4500.0,43.4,43.35555555555556
"Grenera Organic Moringa Green Tea 25 Bags, Caffeine Free, Staple Free, Made with Organic Certified Moringa and Green Tea Leaf","Coffee, Tea & Beverages",4.7,4,156.0,175.0,10.9,10.857142857142858
Jeevanras Ras Patharchur Herbal Juice (500 ml) Pack of_2,"Coffee, Tea & Beverages",4.2,153,495.0,500.0,1.0,1.0
"Cocoways Coconut Milk Powder, ( 0.66 Oz / 300 gm ) Duplex Box – Pack of 1","Coffee, Tea & Beverages",4.1,17,199.0,400.0,50.2,50.24999999999999
SERENITY TEA JAPANESE MATCHA GREEN TEA POWDER High Antioxidants Low Calorie Vegan Non-GMO Improves Focus Increases Metabol...,"Coffee, Tea & Beverages",4.2,315,399.0,499.0,20.0,20.04008016032064
Twinings Matcha Green Tea with Cranberr & Lime 20Tea Bags.,"Coffee, Tea & Beverages",4.2,589,599.99,999.0,39.9,39.94094094094094
"C. SOMABHAI's No. 10 Premium CTC Leaf Tea - 1kg, Assam Black Losse Leaf Tea - Strong, Aromatic & Rich, 1 kg Kadak Chai Patti","Coffee, Tea & Beverages",4.6,20,510.0,560.0,8.9,8.928571428571429
"Octavius Masala Chai With 100% Natural Spices | With Added Cinnamon, Cardamom, Clove, Black Pepper, Ginger | Helps In Figh...","Coffee, Tea & Beverages",4.2,69,205.0,350.0,41.4,41.42857142857143
The Tea Trove Superbrew Probiotic Blue Matcha (30 gm) Blue Butterfly Pea Flower Powder - Organic Natural Food Coloring - 1...,"Coffee, Tea & Beverages",4.0,59,251.0,255.0,1.6,1.5686274509803921
Nutriorg Plate Booster Juice - 500ml | Blended with 10 Plate Booster Ayurvedic herbs | No Added Sugar,"Coffee, Tea & Beverages",4.1,155,319.0,449.0,29.0,28.953229398663698
Growing Villagers Camel Milk Powder For Height Growth | Immunity Booster | Freeze Dried | Gluten Free No Additives No Pres...,"Coffee, Tea & Beverages",4.5,14,599.0,799.0,25.0,25.03128911138924
Toffee Coffee Roasters | Assorted Cold Brew Bags | Easy Brew Coffee | Cold Brew Coffee | Pack of 4 Bags | 100% Arabica Cof...,"Coffee, Tea & Beverages",5.0,2,390.0,650.0,40.0,40.0
"Mogu Mogu Strawberry Juice 25% with NATA De Coco, 300ml","Coffee, Tea & Beverages",4.5,40,70.0,80.0,12.5,12.5
"Alo Frut Juices Taste Combo, 150 ml - Pack of 60 | Fruit Juice Mai Aloevera Pulp | Healthy Hai Isme Aloevera Hai | Ready t...","Coffee, Tea & Beverages",4.5,36,1180.0,1200.0,1.7,1.6666666666666667
Glenberg Slim Detox Tea | Green Tea with Garcinia Cambogia (Helps in Weight Management) & Free Premium Wooden Spoon | 50 G...,"Coffee, Tea & Beverages",4.0,690,289.0,300.0,3.7,3.6666666666666665
CRAVOVA | THE CRAVE BEGINS Combo Of Cold Coffee | Mocha Coffee | Frappe Coffee | Hazelnut Coffee 200 ml (Pack of 8),"Coffee, Tea & Beverages",3.1,51,400.0,440.0,9.1,9.090909090909092
"1 Pack, Standard Packaging : illy Espresso Ground Decaffeinated Coffee, 8.8oz","Coffee, Tea & Beverages",4.5,3548,980.0,1000.0,2.0,2.0
"The Coffee Brewing Co. The First Brew Kit/Gift Box (Combo of 4), 200g","Coffee, Tea & Beverages",4.3,230,770.0,900.0,14.4,14.444444444444443
SLAY X Pure 100% Robusta Roasted Coffee Beans | India's Strongest Coffee Blend | Freshly Roasted | Medium to Dark Roast | ...,"Coffee, Tea & Beverages",4.0,96,315.0,350.0,10.0,10.0
"Hamiast Kashmiri Shahi Qawah (Kahwa) Green Tea with Saffron, Authentic and Traditional Blend,Without Sugar, 200g ( 100g Pa...","Coffee, Tea & Beverages",4.3,37,615.0,778.0,21.0,20.95115681233933
"Colombian Brew Vanilla Caramel Café Latte, Instant Coffee Powder Premix (3 in 1), 10 Sachets Box pack of 2","Coffee, Tea & Beverages",4.1,60,342.0,498.0,31.3,31.32530120481928
"Nestle Brew Lab Nescafe Extra Forte Original Coffee, 230 g, Glass Bottle","Coffee, Tea & Beverages",4.4,994,848.0,999.0,15.1,15.115115115115115
Davidoff Cafe Horizon Grand Cuvee Fine Aroma Coffee - 100g,"Coffee, Tea & Beverages",4.6,247,545.98,699.0,21.9,21.89127324749642
Nespresso Nestle Coffee Pods-10 Capsules (Roma),"Coffee, Tea & Beverages",4.8,13,850.0,1000.0,15.0,15.0
Nesquik Nestle Nesquik Strawberry Flavour - 500 Grams,"Coffee, Tea & Beverages",4.4,321,554.0,1000.0,44.6,44.6
Dr.Reddys Celehealth | Daily Nutrition Drink | Saffron & Cardamom Flavour- 400g x Pack of 2,"Coffee, Tea & Beverages",4.5,38,1104.0,1380.0,20.0,20.0
"TEACURRY Diabetes Support Tea (1 Month Pack, 30 Tea Bags) - Helps blood sugar level and Anti Diabetes Support - Balance Te...","Coffee, Tea & Beverages",4.8,13,619.0,799.0,22.5,22.528160200250312
"T-S-WING Peppermint Tea with Refreshing Mint Flavour | 100 Tea Bags | Lose Weight, Rejuvenate, Energy, Sleep, Reduce Stres...","Coffee, Tea & Beverages",4.1,16,319.0,699.0,54.4,54.36337625178827
ENRON powder Orange Flavour Energy Drink with Vital Electrolytes,"Coffee, Tea & Beverages",4.2,60,250.0,260.0,3.8,3.8461538461538463
"Axiom Sugar Cure 1000ml | No Artificial Colour Added | No Sugar | 100% Natural WHO-GLP,GMP Certified Product","Coffee, Tea & Beverages",4.1,128,314.0,340.0,7.6,7.647058823529412
"B Naturall Coconut Water Powder | Dry, No Added Sugars and Preservatives - 100 GM By B Naturall","Coffee, Tea & Beverages",3.2,18,131.0,381.0,65.6,65.61679790026247
"Coca-Cola Vanilla - 6 Pack, 6 x 320 ml","Coffee, Tea & Beverages",4.1,46,774.0,1800.0,57.0,56.99999999999999
Chaizup Instant Cardamom and Masala Premix Tea - Karak Ready to Drink Chai with Low Sugar | Masala and Elaichi Flavoured T...,"Coffee, Tea & Beverages",4.0,29,285.0,300.0,5.0,5.0
"Vitro Dangee+ Juice | Ayurvedic mix of Papaya leaf juice, Tulsi, Giloy, Mulethi, Ginger, Neem Juice and honey | 500ml with...","Coffee, Tea & Beverages",4.2,152,246.0,295.0,16.6,16.610169491525422
"Colombian Brew Double Chocolate Mocha Instant Coffee Powder, No Sugar Vegan, 100g","Coffee, Tea & Beverages",4.2,129,350.0,399.0,12.3,12.280701754385964
MARWADI CHAI CTC Assam Leaf Tea- Pack of 1kg | Chai Patti 1kg | Tea 1kg | Black Tea | 1kg,"Coffee, Tea & Beverages",4.1,7,499.0,580.0,14.0,13.96551724137931
"Golden Tips Spicy Masala Blend Organic India Assam Kadak Chai Green Tea for Weight Losing and Glowing Skin (100 gm, 50 Cups)","Coffee, Tea & Beverages",4.4,20,150.0,170.0,11.8,11.76470588235294
Society Masala Premix Tea - (1 Kg Pouch),"Coffee, Tea & Beverages",5.0,5,470.0,480.0,2.1,2.083333333333333
"Namaste Chai Instant Tea Premix, Adrak Chai | Value Pack | Assam Tea | Easy To Make Tea | Ready Mix (1 KG, Powder)","Coffee, Tea & Beverages",3.7,32,415.0,440.0,5.7,5.681818181818182
Teamonk - Koge Jasmine Green Tea Leaves 100g (50 Cups) | Sourced from High Mountain | With Green Tea Leaf & Freeze Dried J...,"Coffee, Tea & Beverages",3.9,470,342.0,400.0,14.5,14.499999999999998
Nilgiri's Natural Green Tea Leaves - 500 Grams,"Coffee, Tea & Beverages",4.1,8,419.0,600.0,30.2,30.166666666666668
"Glico Pocky Matcha Green Tea Cream Covered Biscuit Sticks, 33 g","Coffee, Tea & Beverages",3.8,230,139.0,209.0,33.5,33.49282296650718
"Twinings Lady Grey Tea, 25 Tea Bags","Coffee, Tea & Beverages",4.6,36,299.0,499.0,40.1,40.08016032064128
"Blue Tokai Coffee Gift Set ( 75g Each | Channi Grind ) Attikan Estate , Vienna Roast , Silver Oak Blend, South Indian Filt...","Coffee, Tea & Beverages",4.3,30,968.0,1100.0,12.0,12.0
"TEACURRY Belly Fat Tea (1 Month Pack, 100 Grams) - Helps with Belly Fat, Water Weight, Bloating (100 Grams | 50 Cups)","Coffee, Tea & Beverages",3.9,19,619.0,749.0,17.4,17.356475300400533
"Douwe Egberts Pure Indulgence Dark Roast Coffee Bottle, 95g","Coffee, Tea & Beverages",4.2,23,740.0,1800.0,58.9,58.88888888888889
"Lavazza Oro Aroma, Roasted Coffee Beans, 500g","Coffee, Tea & Beverages",3.1,6,720.0,1200.0,40.0,40.0
"Coca-Cola Diet Coke Can Pouch, 6 x 300","Coffee, Tea & Beverages",4.2,328,240.0,250.0,4.0,4.0
"TopQualiTea Golden Orange Pekoe Darjeeling Leaf Tea (Pack of 2, 250gm Each)","Coffee, Tea & Beverages",3.8,98,508.0,510.0,0.4,0.39215686274509803
BioGreen Healthcare AlomaX Aloe Fibrous Juice Bottle (1000 ml),"Coffee, Tea & Beverages",4.3,34,370.0,500.0,26.0,26.0
Jiva Ayurveda Slim Tea - 150 g - Flaver.,"Coffee, Tea & Beverages",3.7,158,328.0,350.0,6.3,6.2857142857142865
"SSG Dried Lonavala Kukam Phool | Kokam Rinds | Aamsul | Garcinia Indica (Mangosteen Slices) (Lonavala Kokum, 400 g)","Coffee, Tea & Beverages",3.8,6,305.0,429.0,28.9,28.904428904428904
"Tea Valley Gold, Royal and Classic Tea - 250gm X 3| A Perfect Premium Blend of 100% Assam and Dooars CTC Tea with Aromatic...","Coffee, Tea & Beverages",4.0,268,350.0,390.0,10.3,10.256410256410255
Temi Tea Sikkim Organic Special Black Tea 250 GMS,"Coffee, Tea & Beverages",4.0,38,360.0,465.0,22.6,22.58064516129032
"Farm Naturelle-Most Effective Ayurvedic Kidney stone crusher, breaker juice (Patharchatta juice)-Combination of Patharchat...","Coffee, Tea & Beverages",3.9,116,499.0,699.0,28.6,28.612303290414882
Hollywood Secrets 100% Pure Tartaric Acid Food Grade 200 Gms,"Coffee, Tea & Beverages",4.6,51,200.0,300.0,33.3,33.33333333333333
"Gutbasket Kombucha Kit - Complete Kombucha starter Kit with Kombucha SCOBY and Starter Tea, 4 LTR Glass fermentation Jar, ...","Coffee, Tea & Beverages",4.7,67,1567.0,2000.0,21.6,21.65
Typhoo Traditional Tulsi Green Tea Bags (100 Tea Bags),"Coffee, Tea & Beverages",4.3,192,649.0,700.0,7.3,7.285714285714286
Amar Leaf Tea 1Kg Pouch,"Coffee, Tea & Beverages",3.9,98,429.0,470.0,8.7,8.72340425531915
"First Flavour Premium Danedaar Tea Strong Kadak Regular Black Tea Single Origin Tea, Fresh Assam Tea Premium Chai Pati Loo...","Coffee, Tea & Beverages",4.0,33,309.0,440.0,29.8,29.772727272727273
"Hardcaff Flavoured Instant Coffee Powder French Vanilla Flavoured , Vanilla Instant Coffee, No Sugar Vegan Coffee (60 GM)","Coffee, Tea & Beverages",4.4,82,325.0,400.0,18.8,18.75
"Sante Juicy Orange, Apple & Cranberry Fruit Drink 250ml (Pack of 6)","Coffee, Tea & Beverages",3.6,149,383.0,450.0,14.9,14.888888888888888
"Organic India Tulsi Ginger, Tulsi Mulethi & Green Tea Classic Combo Pack ( 25 Tea Bag Each)","Coffee, Tea & Beverages",4.4,34,506.68,530.0,4.4,4.3999999999999995
Krishna's Papaya Leaf Juice - 500 ml (Pack of 2) Fresh Papaya Leaves| Helps to boost platelets count,"Coffee, Tea & Beverages",4.1,860,490.0,500.0,2.0,2.0
Herbaveda- Mugwort herb for tea 50g | Boosts energy | Improves digestion,"Coffee, Tea & Beverages",3.5,9,298.0,399.0,25.3,25.31328320802005
hitkary Shahi Rose sharbat 750ml,"Coffee, Tea & Beverages",4.4,15,186.2,190.0,2.0,2.0000000000000058
Eight Petals Lotus Blue Lotus Tea (50 gm),"Coffee, Tea & Beverages",2.6,15,422.0,499.0,15.4,15.430861723446892
"Zoh Probiotics Ginger Lemon Water Kefir | Raw, Unfiltered and Unpastuerised | Made with Real Organic Ginger, Lemon |No Nat...","Coffee, Tea & Beverages",4.1,49,2163.0,2400.0,9.9,9.875
"Tetley Green Tea, Lemon and Honey, 100 Tea Bags","Coffee, Tea & Beverages",4.3,94,589.0,600.0,1.8,1.8333333333333333
"Wagh Bakri Spiced Tea, 250g (Pack of 2)","Coffee, Tea & Beverages",4.3,274,280.0,320.0,12.5,12.5
"Herbalife Afresh Energy Drink Nutrition Drink Energy Drink (50 g, peach Flavored)","Coffee, Tea & Beverages",4.1,2,589.0,718.0,18.0,17.96657381615599
"Jeevanras Axiom Ayurveda Ashwagandha Leaf Juice_pack of 4 | Immunity Booster | Get Slim | WHO GMP, GLP, ISO Certified Natu...","Coffee, Tea & Beverages",4.2,99,788.0,880.0,10.5,10.454545454545453
Traditional Medicinals Herbal Tea Organic Spearmint 16 Tea Bags,"Coffee, Tea & Beverages",4.5,14,1050.0,1728.0,39.2,39.23611111111111
Octavius Ginger/Adrak Chai Premix Tea | On the Go Instant Premix Tea | Ready to use Milk Tea | Ready Tea | 1 Min Tea |Inst...,"Coffee, Tea & Beverages",3.5,10,204.0,300.0,32.0,32.0
"D'aromas Peach Ice Tea 1kg, Instant Premix Ice Tea Powder, Ready to Drink Iced Tea, Summer Drink","Coffee, Tea & Beverages",3.1,36,350.0,700.0,50.0,50.0
"Tea Culture of The World Stress Reliever Tea | Lavender, Wild Sage, Chamomile for Stress Relief | Helps Relieve Stress & A...","Coffee, Tea & Beverages",3.8,25,459.0,549.0,16.4,16.39344262295082
"Dancing Leaf Kesar Rose Chai |Assam Black Tea, Saffron, Cardamom and Rose Petals | Premium Milk Tea | 100gms / 40cups","Coffee, Tea & Beverages",3.9,41,351.0,390.0,10.0,10.0
"Jaivik Uttarakhand - Butterfly Pea Flower (100 g), Weight Loss, Iced Teas, Cocktails, Caffeine Free, Pack of 1","Coffee, Tea & Beverages",4.8,10,249.0,299.0,16.7,16.722408026755854
